impl,head_label,num_q_heads,num_kv_heads,head_dim,num_requests,cache_alloc_len,dtype_label,position_mode,seed,validation,validation_detail,device_median_ms,device_p95_ms,device_min_ms,device_std_ms,amortized_call_ms,synchronized_call_ms,logical_read_bytes,logical_write_bytes,logical_total_bytes,logical_eff_gbps,pct_of_empirical_bw
skipped,mha,32,32,128,128,2048,fp32,uniform,1234,not-run,peak cache 17.2GB > budget,,,,,,,,,,,
skipped,mha,32,32,128,128,2048,fp32,ragged,1234,not-run,peak cache 17.2GB > budget,,,,,,,,,,,
eager,gqa,32,8,128,1,128,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10359999909996986,0.1138560026884079,0.10156799852848053,0.003950318451312709,0.08836449007503688,0.09966750803869218,12800,12288,25088,0.24216216426595796,0.04382953252856976
compile,gqa,32,8,128,1,128,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.02953599952161312,0.03699199855327606,0.028255999088287354,0.0029735801775730513,0.02238560002297163,0.026951005565933883,12800,12288,25088,0.8494041307673277,0.1537357666595714
eager,gqa,32,8,128,1,128,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10239999741315842,0.11311999708414078,0.10041599720716476,0.004352164175422599,0.08878198015736416,0.09876048716250807,12800,12288,25088,0.24500000618922071,0.044343160597858
compile,gqa,32,8,128,1,128,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.044096000492572784,0.05135999992489815,0.030239999294281006,0.007659020021361485,0.02924257016275078,0.03532650589477271,12800,12288,25088,0.568940487113466,0.10297395409537735
eager,gqa,32,8,128,1,128,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.1024319976568222,0.1133119985461235,0.10099200159311295,0.004738437409609462,0.08772019005846232,0.09795850201044232,12800,12288,25088,0.2449234670210406,0.04432930758340535
compile,gqa,32,8,128,1,128,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.0294560007750988,0.03606399893760681,0.024064000695943832,0.002863983740105493,0.022802379971835762,0.026885507395491004,12800,12288,25088,0.8517110042042307,0.15415329342164227
eager,gqa,32,8,128,1,128,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10239999741315842,0.11615999788045883,0.09843199700117111,0.005143305377104945,0.08797276008408517,0.0992210116237402,12800,12288,25088,0.24500000618922071,0.044343160597858
compile,gqa,32,8,128,1,128,fp16,ragged,1234,pass,q_maxdiff=9.54e-07 k_maxdiff=0.00e+00 sets=3,0.043775999918580055,0.054976001381874084,0.031488001346588135,0.0080619498990038,0.029576789820566773,0.0407759944209829,12800,12288,25088,0.5730994162705986,0.1037266890295447
eager,gqa,32,8,128,1,128,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08430400118231773,0.09302400052547455,0.08262400329113007,0.003798778265438194,0.07077439018758014,0.08022598922252655,25088,24576,49664,0.5891060839757238,0.10662377563670473
compile,gqa,32,8,128,1,128,fp32,uniform,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=2,0.029888000339269638,0.036959998309612274,0.028063999488949776,0.0030181224040839853,0.02246614982141182,0.02761700307019055,25088,24576,49664,1.661670216683811,0.300749826194615
eager,gqa,32,8,128,1,128,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.08444800227880478,0.09216000139713287,0.08297599852085114,0.003467869106502012,0.07192235003458336,0.0801900023361668,25088,24576,49664,0.5881015377490456,0.10644196031616486
compile,gqa,32,8,128,1,128,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=3,0.043615998700261116,0.05257600173354149,0.03139200061559677,0.007776957312828719,0.029286450007930398,0.03551700501702726,25088,24576,49664,1.138664744129834,0.20608976465523704
eager,gqa,32,8,128,1,2048,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10247999802231789,0.11283200234174728,0.0974079966545105,0.005183041303389684,0.08823535987176001,0.09898099233396351,12800,12288,25088,0.24480874789377327,0.04430854428317861
compile,gqa,32,8,128,1,2048,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.029888000339269638,0.03488000109791756,0.028672000393271446,0.002920813206361445,0.02277944004163146,0.027361500542610884,12800,12288,25088,0.839400418737183,0.15192516993336225
eager,gqa,32,8,128,1,2048,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10275200009346008,0.11286400258541107,0.09743999689817429,0.003950852701206656,0.08799831004580483,0.09869498899206519,12800,12288,25088,0.24416069737991206,0.04419125200854299
compile,gqa,32,8,128,1,2048,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.04279999993741512,0.053279999643564224,0.031488001346588135,0.008301069711607318,0.02910200011683628,0.040981496567837894,12800,12288,25088,0.5861682251561978,0.1060920452605534
eager,gqa,32,8,128,1,2048,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10289600118994713,0.11353600025177002,0.10073599964380264,0.004617985334175185,0.08860233996529132,0.09915100235957652,12800,12288,25088,0.2438189988908051,0.044129407148968534
compile,gqa,32,8,128,1,2048,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.029904000461101532,0.03743999823927879,0.02844800055027008,0.00313169887812733,0.02254580002045259,0.02825800038408488,12800,12288,25088,0.8389512979253033,0.15184388244035849
eager,gqa,32,8,128,1,2048,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10326399654150009,0.11212799698114395,0.10105600208044052,0.003970495156029542,0.08814978995360434,0.09905100159812719,12800,12288,25088,0.24295011659671287,0.04397214598107366
compile,gqa,32,8,128,1,2048,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.042479999363422394,0.05097600072622299,0.0315839983522892,0.007625398268982465,0.0295254000229761,0.04115750198252499,12800,12288,25088,0.5905838129932305,0.10689123348767639
eager,gqa,32,8,128,1,2048,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08371199667453766,0.10140799731016159,0.08188799768686295,0.009780003427130675,0.07076086010783911,0.08057149534579366,25088,24576,49664,0.5932721948215828,0.1073778104025803
compile,gqa,32,8,128,1,2048,fp32,uniform,1234,pass,q_maxdiff=2.38e-07 k_maxdiff=2.38e-07 sets=2,0.029488000087440014,0.03379200026392937,0.028063999488949776,0.0021989626160754156,0.02265240007545799,0.026559995603747666,25088,24576,49664,1.6842105213216432,0.30482945200371836
eager,gqa,32,8,128,1,2048,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.08324800059199333,0.0910400003194809,0.08188799768686295,0.003870451750323374,0.07043696008622646,0.08096700184978545,25088,24576,49664,0.5965788925479203,0.10797629785002269
compile,gqa,32,8,128,1,2048,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=3,0.04262400045990944,0.04899200052022934,0.03167999908328056,0.007171283492112257,0.030222600034903735,0.03500001912470907,25088,24576,49664,1.1651651525931295,0.21088613950711838
eager,gqa,32,8,128,8,128,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10159999877214432,0.11129599809646606,0.09967999905347824,0.00383659908960504,0.08762891025980935,0.09749298624228686,102400,98304,200704,1.9754330947396332,0.3575385500305232
compile,gqa,32,8,128,8,128,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.029519999399781227,0.037728000432252884,0.027936000376939774,0.0032910537469290064,0.022269490000326186,0.026289504603482783,102400,98304,200704,6.798916127399631,1.2305527433162695
eager,gqa,32,8,128,8,128,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10179200023412704,0.11011199653148651,0.10022400319576263,0.004033722947864306,0.08807595993857831,0.09887499618344009,102400,98304,200704,1.9717070058390649,0.3568641559311525
compile,gqa,32,8,128,8,128,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.029920000582933426,0.036031998693943024,0.028255999088287354,0.0028051897418537503,0.023174380185082555,0.02700599725358188,102400,98304,200704,6.70802125968149,1.2141014550920821
eager,gqa,32,8,128,8,128,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10233599692583084,0.110944002866745,0.09987200051546097,0.0051836263004670724,0.08774672984145582,0.09941149619407952,102400,98304,200704,1.9612258250189567,0.35496714094086596
compile,gqa,32,8,128,8,128,fp16,uniform,1234,pass,q_maxdiff=2.44e-04 k_maxdiff=1.53e-05 sets=2,0.03009600006043911,0.03686400130391121,0.02879999950528145,0.003108269686559712,0.023018390056677163,0.027532005333341658,102400,98304,200704,6.668793181716643,1.2070014676749512
eager,gqa,32,8,128,8,128,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10263999924063683,0.11215999722480774,0.10127999633550644,0.003704967200379663,0.08881223999196663,0.09899049473460764,102400,98304,200704,1.9554170058931377,0.35391578831689435
compile,gqa,32,8,128,8,128,fp16,ragged,1234,pass,q_maxdiff=2.44e-04 k_maxdiff=1.53e-05 sets=3,0.030031999573111534,0.035360001027584076,0.02831999957561493,0.002440182952706255,0.022770630021113902,0.027171001420356333,102400,98304,200704,6.683004889880717,1.2095736800895203
eager,gqa,32,8,128,8,128,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08323200047016144,0.09932799637317657,0.08128000050783157,0.007380448452076388,0.07053695007925853,0.07963398820720613,200704,196608,397312,4.77354860817548,0.8639764375782283
compile,gqa,32,8,128,8,128,fp32,uniform,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=2,0.030031999573111534,0.03718400001525879,0.02864000014960766,0.0027527876022626165,0.02260862005641684,0.02682549529708922,200704,196608,397312,13.22962192486591,2.3944621830343564
eager,gqa,32,8,128,8,128,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.08377599716186523,0.0910400003194809,0.08179199695587158,0.0032055972714972337,0.07099209993612021,0.08012549369595945,200704,196608,397312,4.742551726747528,0.8583662348987604
compile,gqa,32,8,128,8,128,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=3,0.030287999659776688,0.03619199991226196,0.02921600081026554,0.0023659599433395453,0.02301558997714892,0.02732650318648666,200704,196608,397312,13.117802577356782,2.374223721159725
eager,gqa,32,8,128,8,2048,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10239999741315842,0.11020799726247787,0.10016000270843506,0.004181201976685442,0.0882752300822176,0.09885599138215184,102400,98304,200704,1.9600000495137657,0.354745284782864
compile,gqa,32,8,128,8,2048,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.029968000017106533,0.03891199827194214,0.028831999748945236,0.0035616010587056516,0.022914090077392757,0.027502013836055994,102400,98304,200704,6.697277091745622,1.212156841409491
eager,gqa,32,8,128,8,2048,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10233599692583084,0.11711999773979187,0.10060799866914749,0.0047267412537074175,0.0884158001281321,0.10075900354422629,102400,98304,200704,1.9612258250189567,0.35496714094086596
compile,gqa,32,8,128,8,2048,bf16,ragged,1234,pass,q_maxdiff=3.81e-06 k_maxdiff=0.00e+00 sets=3,0.029920000582933426,0.03596799820661545,0.028511999174952507,0.003695905587757641,0.02280658984091133,0.027050991775467992,102400,98304,200704,6.70802125968149,1.2141014550920821
eager,gqa,32,8,128,8,2048,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.1029760017991066,0.11107199639081955,0.10047999769449234,0.0035155704002506447,0.08869191020494327,0.09898548887576908,102400,98304,200704,1.9490366346864836,0.3527609890599829
compile,gqa,32,8,128,8,2048,fp16,uniform,1234,pass,q_maxdiff=3.05e-05 k_maxdiff=1.19e-07 sets=2,0.03001599945127964,0.03580800071358681,0.02831999957561493,0.002553935679134624,0.02254880004329607,0.027145491912961006,102400,98304,200704,6.686567286415765,1.2102184471004438
eager,gqa,32,8,128,8,2048,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10284800082445145,0.11209599673748016,0.09558399766683578,0.004259603696330366,0.08853291015839204,0.09871000656858087,102400,98304,200704,1.951462336565748,0.35320002287744195
compile,gqa,32,8,128,8,2048,fp16,ragged,1234,pass,q_maxdiff=4.88e-04 k_maxdiff=1.19e-07 sets=3,0.029904000461101532,0.035392001271247864,0.02816000021994114,0.0034031123625654245,0.022878629970364273,0.02730601408984512,102400,98304,200704,6.7116103834024265,1.2147510595228679
eager,gqa,32,8,128,8,2048,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08318400010466576,0.09174399822950363,0.08166400343179703,0.0037735011735089267,0.07420422014547512,0.07957449997775257,200704,196608,397312,4.776303129208557,0.8644749851923276
compile,gqa,32,8,128,8,2048,fp32,uniform,1234,pass,q_maxdiff=2.38e-07 k_maxdiff=2.38e-07 sets=2,0.029472000896930695,0.03807999938726425,0.02783999964594841,0.0034102752260862013,0.0226418802049011,0.026769994292408228,200704,196608,397312,13.480998503952181,2.439959455423622
eager,gqa,32,8,128,8,2048,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.08308799937367439,0.09388799965381622,0.08179199695587158,0.004275681251537233,0.0701819799724035,0.08015548519324511,200704,196608,397312,4.781821719080702,0.865473808501684
compile,gqa,32,8,128,8,2048,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=3,0.03033600002527237,0.03699199855327606,0.026976000517606735,0.00273355248014928,0.022546210093423724,0.02737650356721133,200704,196608,397312,13.0970464025912,2.370467009454516
eager,gqa,32,8,128,32,128,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10361599922180176,0.11452800035476685,0.10172799974679947,0.004006238030342711,0.08856325992383063,0.09900600707624108,409600,393216,802816,7.747992646207867,1.4023284634387665
compile,gqa,32,8,128,32,128,bf16,uniform,1234,pass,q_maxdiff=5.96e-08 k_maxdiff=0.00e+00 sets=2,0.030224000103771687,0.037248000502586365,0.028991999104619026,0.0034600862662972002,0.022564739920198917,0.027041009161621332,409600,393216,802816,26.562202132199424,4.807559041738127
eager,gqa,32,8,128,32,128,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10334399715065956,0.11151999980211258,0.10115200281143188,0.0038092791126784075,0.08906942006433383,0.09925599442794919,409600,393216,802816,7.768385413132593,1.406019401054823
compile,gqa,32,8,128,32,128,bf16,ragged,1234,pass,q_maxdiff=7.81e-03 k_maxdiff=4.88e-04 sets=3,0.029695999808609486,0.03657599911093712,0.028543999418616295,0.002870395098334175,0.022768619819544256,0.02719598705880344,409600,393216,802816,27.034482932857745,4.893038318725175
eager,gqa,32,8,128,32,128,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10364799946546555,0.1133119985461235,0.10127999633550644,0.00383815993066044,0.0879039298160933,0.10065401147585362,409600,393216,802816,7.745600533925308,1.4018955090859748
compile,gqa,32,8,128,32,128,fp16,uniform,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=4.88e-04 sets=2,0.029920000582933426,0.038015998899936676,0.028511999174952507,0.00322334998414924,0.023485370038542897,0.027140486054122448,409600,393216,802816,26.83208503872596,4.8564058203683285
eager,gqa,32,8,128,32,128,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10288000106811523,0.11353600025177002,0.09798400104045868,0.00461267887268778,0.08844594995025545,0.09990249236579984,409600,393216,802816,7.803421380881092,1.412360648015336
compile,gqa,32,8,128,32,128,fp16,ragged,1234,pass,q_maxdiff=1.95e-03 k_maxdiff=4.88e-04 sets=3,0.029952000826597214,0.035392001271247864,0.02876799926161766,0.002657357757645413,0.02280849003000185,0.02732650318648666,409600,393216,802816,26.803418063714254,4.851217313247161
eager,gqa,32,8,128,32,128,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08459200337529182,0.1019200012087822,0.08262400329113007,0.007344987491980436,0.07068962993798777,0.080186000559479,802816,786432,1589248,18.787213171312573,3.400344448147854
compile,gqa,32,8,128,32,128,fp32,uniform,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=2,0.030239999294281006,0.036288000643253326,0.028384000062942505,0.0029970781342555106,0.022639880189672112,0.02684998617041856,802816,786432,1589248,52.55449858097578,9.511969436099717
eager,gqa,32,8,128,32,128,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.08425600081682205,0.09433600306510925,0.08188799768686295,0.00406886185207645,0.07057280978187919,0.08023549162317067,802816,786432,1589248,18.86213426453894,3.413904603189393
compile,gqa,32,8,128,32,128,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=4.77e-07 sets=3,0.030464000068604946,0.0382080003619194,0.027648000046610832,0.002819748323601633,0.023057159851305187,0.02779699570965022,802816,786432,1589248,52.168067109408234,9.442028242749085
eager,gqa,32,8,128,32,2048,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10313600301742554,0.1141119971871376,0.10067199915647507,0.004294661058693322,0.0885574598214589,0.10055898746941239,409600,393216,802816,7.7840518976128905,1.4088549170538598
compile,gqa,32,8,128,32,2048,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=9.54e-07 sets=2,0.0302559994161129,0.035711999982595444,0.029055999591946602,0.003350763698187687,0.02300535998074338,0.02823250542860478,409600,393216,802816,26.53410944913155,4.802474477144519
eager,gqa,32,8,128,32,2048,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10364799946546555,0.11750400066375732,0.10127999633550644,0.0056476338106240375,0.08966492983745411,0.10007299715653062,409600,393216,802816,7.745600533925308,1.4018955090859748
compile,gqa,32,8,128,32,2048,bf16,ragged,1234,pass,q_maxdiff=1.22e-04 k_maxdiff=9.54e-07 sets=3,0.030128000304102898,0.036031998693943024,0.028736000880599022,0.0029958620130985103,0.022820010199211538,0.027376998332329094,409600,393216,802816,26.64683987973376,4.8228778382146364
eager,gqa,32,8,128,32,2048,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10424000024795532,0.11820799857378006,0.10214400291442871,0.004911122660120864,0.08930155978305265,0.10025300434790552,409600,393216,802816,7.701611647067771,1.3939338510240633
compile,gqa,32,8,128,32,2048,fp16,uniform,1234,pass,q_maxdiff=4.88e-04 k_maxdiff=4.88e-04 sets=2,0.030112000182271004,0.03500799834728241,0.028863999992609024,0.003164466323222103,0.023016489867586643,0.02764648525044322,409600,393216,802816,26.660998775919,4.825440492057777
eager,gqa,32,8,128,32,2048,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10340799763798714,0.11830399930477142,0.1016639992594719,0.005132989283750608,0.08926458976930007,0.10105950059369206,409600,393216,802816,7.763577463423235,1.4051491982763633
compile,gqa,32,8,128,32,2048,fp16,ragged,1234,pass,q_maxdiff=4.88e-04 k_maxdiff=4.88e-04 sets=3,0.03030399978160858,0.035840000957250595,0.029152000322937965,0.0028924884755050216,0.022934830049052835,0.027376008802093565,409600,393216,802816,26.492080444352002,4.794867543015431
eager,gqa,32,8,128,32,2048,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08344000205397606,0.09408000111579895,0.08169600367546082,0.004178029104827085,0.0710875799995847,0.07926399121060967,802816,786432,1589248,19.046595887808582,3.4472907712634866
compile,gqa,32,8,128,32,2048,fp32,uniform,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=2,0.029968000017106533,0.03807999938726425,0.0289280004799366,0.0031054689768224516,0.022721629939042032,0.02746150130406022,802816,786432,1589248,53.03150023667962,9.598303152385355
eager,gqa,32,8,128,32,2048,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.0830719992518425,0.09286399930715561,0.08102399855852127,0.004020800773496483,0.07051320018945262,0.08046549919527024,802816,786432,1589248,19.13097089648714,3.4625620139808815
compile,gqa,32,8,128,32,2048,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=3,0.030047999694943428,0.03488000109791756,0.026559999212622643,0.002510885197569956,0.02309263014467433,0.028223017579875886,802816,786432,1589248,52.890309376149375,9.572748667302578
eager,gqa,32,8,128,128,128,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10363199934363365,0.1133119985461235,0.10188800096511841,0.004416226693803256,0.08868178992997855,0.09974748536478728,1638400,1572864,3211264,30.987185621612493,5.608447811358684
compile,gqa,32,8,128,128,128,bf16,uniform,1234,pass,q_maxdiff=1.56e-02 k_maxdiff=3.91e-03 sets=2,0.030287999659776688,0.035392001271247864,0.028960000723600388,0.002287569348422767,0.02974702016217634,0.027917500119656324,1638400,1572864,3211264,106.02430124379092,19.189602034940464
eager,gqa,32,8,128,128,128,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10393600165843964,0.11100800335407257,0.10102400183677673,0.0038854571474926996,0.09190984012093395,0.09805400623008609,1638400,1572864,3211264,30.89655123114161,5.592043667559458
compile,gqa,32,8,128,128,128,bf16,ragged,1234,pass,q_maxdiff=1.56e-02 k_maxdiff=3.91e-03 sets=3,0.03030399978160858,0.03763199970126152,0.02848000079393387,0.0027351155968481275,0.022521849896293133,0.027591493562795222,1638400,1572864,3211264,105.96832177740801,19.179470172061723
eager,gqa,32,8,128,128,128,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10247999802231789,0.11382400244474411,0.09718400239944458,0.006467471411112127,0.08745830011321232,0.09824449080042541,1638400,1572864,3211264,31.33551973040298,5.671493668246862
compile,gqa,32,8,128,128,128,fp16,uniform,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=9.77e-04 sets=2,0.030640000477433205,0.03840000182390213,0.02691200003027916,0.0030379088107229052,0.022837750148028135,0.027411006158217788,1638400,1572864,3211264,104.80626468544416,18.96914656817971
eager,gqa,32,8,128,128,128,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10449599847197533,0.11539199948310852,0.10076799988746643,0.004817226411507253,0.08859341993229464,0.10040850611403584,1638400,1572864,3211264,30.730975797711768,5.562075757966962
compile,gqa,32,8,128,128,128,fp16,ragged,1234,pass,q_maxdiff=1.95e-03 k_maxdiff=9.77e-04 sets=3,0.030880000442266464,0.040832001715898514,0.02800000086426735,0.0034609309566340173,0.022776940022595227,0.027251007850281894,1638400,1572864,3211264,103.99170835517988,18.8217179916228
eager,gqa,32,8,128,128,128,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08356800302863121,0.09267199784517288,0.07932800054550171,0.0043264030433259725,0.07026012986898422,0.08034049824345857,3211264,3145728,6356992,76.0696889911565,13.768042246328616
compile,gqa,32,8,128,128,128,fp32,uniform,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=2.38e-07 sets=2,0.0302559994161129,0.037408001720905304,0.02879999950528145,0.003041348042679238,0.02275740000186488,0.027386500732973218,3211264,3145728,6356992,210.10682584210286,38.02775708432803
eager,gqa,32,8,128,128,128,fp32,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.0833440013229847,0.09151999652385712,0.0817599967122078,0.0034182705728427057,0.07101624010829255,0.08041100227274,3211264,3145728,6356992,76.27413969920427,13.805046288582828
compile,gqa,32,8,128,128,128,fp32,ragged,1234,pass,q_maxdiff=4.77e-07 k_maxdiff=4.77e-07 sets=3,0.030368000268936157,0.03574400022625923,0.02908799983561039,0.002795987151611125,0.022577269992325455,0.02707549720071256,3211264,3145728,6356992,209.3319264918031,37.88750612322813
eager,gqa,32,8,128,128,2048,bf16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10327999666333199,0.11398400366306305,0.10099200159311295,0.004355648722745671,0.08816342015052214,0.09948150545824319,1638400,1572864,3211264,31.092797286467295,5.627562729307081
compile,gqa,32,8,128,128,2048,bf16,uniform,1234,pass,q_maxdiff=7.81e-03 k_maxdiff=0.00e+00 sets=2,0.0306560005992651,0.0390079990029335,0.028704000636935234,0.0034691067878395644,0.022689969919156283,0.027196001610718668,1638400,1572864,3211264,104.75156371431511,18.95924610333743
eager,gqa,32,8,128,128,2048,bf16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.10300800204277039,0.11135999858379364,0.09852799773216248,0.005015287456793483,0.08861997979693115,0.09935149864759296,1638400,1572864,3211264,31.174898418732923,5.64242241747586
compile,gqa,32,8,128,128,2048,bf16,ragged,1234,pass,q_maxdiff=1.56e-02 k_maxdiff=3.91e-03 sets=3,0.030511999502778053,0.03686400130391121,0.028863999992609024,0.002949413645391515,0.022907379898242652,0.02768149715848267,1638400,1572864,3211264,105.2459377402527,19.048724088128292
eager,gqa,32,8,128,128,2048,fp16,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.10361599922180176,0.11308799684047699,0.10118400305509567,0.003946717994981927,0.0887680597952567,0.09859500278253108,1638400,1572864,3211264,30.991970584831467,5.609313853755066
compile,gqa,32,8,128,128,2048,fp16,uniform,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=9.77e-04 sets=2,0.03126399964094162,0.03868800029158592,0.029600000008940697,0.0034109888264322115,0.02314642973942682,0.02728150866460055,1638400,1572864,3211264,102.71443311414016,18.590540768315513
eager,gqa,32,8,128,128,2048,fp16,ragged,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=3,0.1035039983689785,0.11343999952077866,0.10172799974679947,0.00418603674158761,0.09014292998472229,0.0990204862318933,1638400,1572864,3211264,31.025506749529182,5.615383647630412
compile,gqa,32,8,128,128,2048,fp16,ragged,1234,pass,q_maxdiff=9.77e-04 k_maxdiff=1.95e-03 sets=3,0.030112000182271004,0.03718400001525879,0.027904000133275986,0.0033435954464618024,0.022691069752909243,0.027957503334619105,1638400,1572864,3211264,106.643995103676,19.30176196823111
eager,gqa,32,8,128,128,2048,fp32,uniform,1234,pass,q_maxdiff=0.00e+00 k_maxdiff=0.00e+00 sets=2,0.08313599973917007,0.09254399687051773,0.08073599636554718,0.004271922084171897,0.06995495001319796,0.07973999890964478,3211264,3145728,6356992,76.4649732960974,13.839585736014364
