head_label,num_q_heads,num_kv_heads,head_dim,num_requests,ctx,dtype_label,arm,rung_index,is_baseline_rung,cache_read_bytes,gqa_path,device_median_ms,amortized_call_ms,read_gbps,error,vs_head_major,ordering_drift,unit_key,run_segment
gqa,32,8,128,32,8192,bf16,token_major_view,1,False,1073741824,enable_gqa,1.884768009185791,1.9171013205777854,560.086111503168,,1.0388401367493392,1.007120517543603,gqa_b32_ctx8192_bf16,0
gqa,32,8,128,32,8192,bf16,token_major_copy,2,False,1073741824,enable_gqa,5.9548962116241455,5.9626342507544905,180.07843158653117,,3.231036207608079,1.007120517543603,gqa_b32_ctx8192_bf16,0
gqa,32,8,128,32,8192,bf16,read_floor,3,False,1073741824,n/a,1.744704008102417,1.7444667196832597,615.5129311924952,,0.9452927845692852,1.007120517543603,gqa_b32_ctx8192_bf16,0
gqa,32,8,128,32,8192,bf16,head_major,4,True,1073741824,enable_gqa,1.8336000442504883,1.858565149595961,577.7262229593749,,1.007120517543603,1.007120517543603,gqa_b32_ctx8192_bf16,0
mqa,71,1,64,1,128,bf16,head_major,0,True,32768,enable_gqa,0.013663999736309052,0.008305900264531374,3.9451472996767074,,1.0,0.9906643770163738,mqa_b1_ctx128_bf16,0
mqa,71,1,64,1,128,bf16,token_major_view,1,False,32768,enable_gqa,0.013151999562978745,0.008196390699595213,3.997857252170553,,0.9868154490845744,0.9906643770163738,mqa_b1_ctx128_bf16,0
mqa,71,1,64,1,128,bf16,token_major_copy,2,False,32768,enable_gqa,0.014751999638974667,0.00956827076151967,3.4246522508311266,,1.1519847887385535,0.9906643770163738,mqa_b1_ctx128_bf16,0
mqa,71,1,64,1,128,bf16,read_floor,3,False,32768,n/a,0.010944000445306301,0.008155220421031117,4.018039771861486,,0.9818586981902848,0.9906643770163738,mqa_b1_ctx128_bf16,0
mqa,71,1,64,1,128,bf16,head_major,4,True,32768,enable_gqa,0.013151999562978745,0.008228359511122108,3.9823247824439556,,0.9906643770163738,0.9906643770163738,mqa_b1_ctx128_bf16,0
mqa,71,1,64,1,512,bf16,head_major,0,True,131072,enable_gqa,0.01772800087928772,0.010817120783030987,12.117087590037361,,1.0,1.0004816055728922,mqa_b1_ctx512_bf16,0
mqa,71,1,64,1,512,bf16,token_major_view,1,False,131072,enable_gqa,0.01775999926030636,0.010857699671760201,12.071801943546593,,1.0037513576434194,1.0004816055728922,mqa_b1_ctx512_bf16,0
mqa,71,1,64,1,512,bf16,token_major_copy,2,False,131072,enable_gqa,0.0191040001809597,0.01230031019076705,10.655991431694645,,1.1371149899761468,1.0004816055728922,mqa_b1_ctx512_bf16,0
mqa,71,1,64,1,512,bf16,read_floor,3,False,131072,n/a,0.012304000090807676,0.008648150833323598,15.15607238196461,,0.7994873133791858,1.0004816055728922,mqa_b1_ctx512_bf16,0
mqa,71,1,64,1,512,bf16,head_major,4,True,131072,enable_gqa,0.017696000635623932,0.010822330368682742,12.111254742258774,,1.0004816055728922,1.0004816055728922,mqa_b1_ctx512_bf16,0
mqa,71,1,64,1,2048,bf16,head_major,0,True,524288,enable_gqa,0.018688000738620758,0.010836960282176733,48.37961811692554,,1.0,1.0076543059217233,mqa_b1_ctx2048_bf16,0
mqa,71,1,64,1,2048,bf16,token_major_view,1,False,524288,enable_gqa,0.018559999763965607,0.011064190184697509,47.38602566007264,,1.0209680479215648,1.0076543059217233,mqa_b1_ctx2048_bf16,0
mqa,71,1,64,1,2048,bf16,token_major_copy,2,False,524288,enable_gqa,0.019471999257802963,0.012282769894227386,42.68483448887235,,1.1334146821990791,1.0076543059217233,mqa_b1_ctx2048_bf16,0
mqa,71,1,64,1,2048,bf16,read_floor,3,False,524288,n/a,0.014560000039637089,0.01313206972554326,39.92424735456625,,1.2117853515751307,1.0076543059217233,mqa_b1_ctx2048_bf16,0
mqa,71,1,64,1,2048,bf16,head_major,4,True,524288,enable_gqa,0.018543999642133713,0.010919909691438079,48.01211867265495,,1.0076543059217233,1.0076543059217233,mqa_b1_ctx2048_bf16,0
mqa,71,1,64,1,8192,bf16,head_major,0,True,2097152,enable_gqa,0.018719999119639397,0.01507733017206192,139.09306064584254,,1.0,0.997315178798653,mqa_b1_ctx8192_bf16,0
mqa,71,1,64,1,8192,bf16,token_major_view,1,False,2097152,enable_gqa,0.018719999119639397,0.015098960138857365,138.89380332907513,,1.0014346019188147,0.997315178798653,mqa_b1_ctx8192_bf16,0
mqa,71,1,64,1,8192,bf16,token_major_copy,2,False,2097152,enable_gqa,0.020767999812960625,0.01485200016759336,141.2033380241892,,0.9850550460925706,0.997315178798653,mqa_b1_ctx8192_bf16,0
mqa,71,1,64,1,8192,bf16,read_floor,3,False,2097152,n/a,0.0144640002399683,0.012939709704369307,162.07102384158296,,0.8582228787657914,0.997315178798653,mqa_b1_ctx8192_bf16,0
mqa,71,1,64,1,8192,bf16,head_major,4,True,2097152,enable_gqa,0.018719999119639397,0.015036850236356258,139.46750596275032,,0.997315178798653,0.997315178798653,mqa_b1_ctx8192_bf16,0
mqa,71,1,64,32,128,bf16,head_major,0,True,1048576,enable_gqa,0.013104000128805637,0.00826862989924848,126.81375424667426,,1.0,0.9973598768580789,mqa_b32_ctx128_bf16,0
mqa,71,1,64,32,128,bf16,token_major_view,1,False,1048576,enable_gqa,0.01321600005030632,0.008261019829660654,126.93057535525531,,0.9990796456389325,0.9973598768580789,mqa_b32_ctx128_bf16,0
mqa,71,1,64,32,128,bf16,token_major_copy,2,False,1048576,enable_gqa,0.01476799976080656,0.009645220125094056,108.7145743073204,,1.1664834733951137,0.9973598768580789,mqa_b32_ctx128_bf16,0
mqa,71,1,64,32,128,bf16,read_floor,3,False,1048576,n/a,0.0144640002399683,0.012791530461981893,81.97424093360098,,1.5469951633878896,0.9973598768580789,mqa_b32_ctx128_bf16,0
mqa,71,1,64,32,128,bf16,head_major,4,True,1048576,enable_gqa,0.013279999606311321,0.008246799698099494,127.14944443741592,,0.9973598768580789,0.9973598768580789,mqa_b32_ctx128_bf16,0
mqa,71,1,64,32,512,bf16,head_major,0,True,4194304,enable_gqa,0.01913600042462349,0.016471650451421738,254.63774940889255,,1.0,1.000577282981743,mqa_b32_ctx512_bf16,0
mqa,71,1,64,32,512,bf16,token_major_view,1,False,4194304,enable_gqa,0.01913600042462349,0.016480160411447287,254.5062605753882,,1.0005166428252377,1.000577282981743,mqa_b32_ctx512_bf16,0
mqa,71,1,64,32,512,bf16,token_major_copy,2,False,4194304,enable_gqa,0.021183999255299568,0.016501890495419502,254.17112064609992,,1.0018358842720072,1.000577282981743,mqa_b32_ctx512_bf16,0
mqa,71,1,64,32,512,bf16,read_floor,3,False,4194304,n/a,0.015615999698638916,0.013457279419526458,311.67547832246703,,0.8169964181315481,1.000577282981743,mqa_b32_ctx512_bf16,0
mqa,71,1,64,32,512,bf16,head_major,4,True,4194304,enable_gqa,0.01913600042462349,0.01648115925490856,254.4908361801562,,1.000577282981743,1.000577282981743,mqa_b32_ctx512_bf16,0
mqa,71,1,64,32,2048,bf16,head_major,0,True,16777216,enable_gqa,0.03348800167441368,0.03326248028315604,504.3886041323232,,1.0,0.993271094162578,mqa_b32_ctx2048_bf16,0
mqa,71,1,64,32,2048,bf16,token_major_view,1,False,16777216,enable_gqa,0.03348800167441368,0.033018930116668344,508.10901324542505,,0.992677931278293,0.993271094162578,mqa_b32_ctx2048_bf16,0
mqa,71,1,64,32,2048,bf16,token_major_copy,2,False,16777216,enable_gqa,0.033344000577926636,0.03300278913229704,508.3575188977455,,0.9921926702804991,0.993271094162578,mqa_b32_ctx2048_bf16,0
mqa,71,1,64,32,2048,bf16,read_floor,3,False,16777216,n/a,0.017071999609470367,0.017678610747680068,949.0121276753404,,0.5314880489123487,0.993271094162578,mqa_b32_ctx2048_bf16,0
mqa,71,1,64,32,2048,bf16,head_major,4,True,16777216,enable_gqa,0.03359999880194664,0.03303866018541157,507.80558006429345,,0.993271094162578,0.993271094162578,mqa_b32_ctx2048_bf16,0
mqa,71,1,64,32,8192,bf16,head_major,0,True,67108864,enable_gqa,0.1297599971294403,0.1297869102563709,517.0695863507221,,1.0,0.9966998937365352,mqa_b32_ctx8192_bf16,0
mqa,71,1,64,32,8192,bf16,token_major_view,1,False,67108864,enable_gqa,0.12969600409269333,0.1298795803450048,516.7006531876358,,1.0007140172183069,0.9966998937365352,mqa_b32_ctx8192_bf16,0
mqa,71,1,64,32,8192,bf16,token_major_copy,2,False,67108864,enable_gqa,0.1297760009765625,0.12958031962625682,517.8939532913588,,0.9984082321575728,0.9966998937365352,mqa_b32_ctx8192_bf16,0
mqa,71,1,64,32,8192,bf16,read_floor,3,False,67108864,n/a,0.12196799740195274,0.12148512061685324,552.403978851466,,0.9360352317262276,0.9966998937365352,mqa_b32_ctx8192_bf16,0
mqa,71,1,64,32,8192,bf16,head_major,4,True,67108864,enable_gqa,0.1297599971294403,0.12935859966091812,518.7816208269837,,0.9966998937365352,0.9966998937365352,mqa_b32_ctx8192_bf16,0
mha96,32,32,96,1,128,bf16,head_major,0,True,1572864,none,0.013664000201970339,0.008165340404957533,192.62687432419176,,1.0,0.9968464382673788,mha96_b1_ctx128_bf16,0
